Quality_Category,density,pH,sulphates,alcohol
Low,0.993,3,0.56,10.1
Low,0.991,3,0.45,11.4
Low,0.992,3,0.43,10.4
Low,0.997,3,0.35,9.8
Low,0.993,3,0.43,9.9
Low,0.997,3,0.35,9.8
Low,0.991,3,0.54,11.2
Low,0.996,3,0.46,10.9
Low,0.994,3,0.41,9.2
Low,0.994,3,0.41,9.2
Low,0.989,3,0.35,12
Low,0.989,3,0.34,12.1
Low,0.992,4,0.44,12.4
Low,0.992,3,0.4,11.2
High,0.99,3,0.41,12.7
Low,0.993,3,0.47,12.2
Low,0.993,3,0.46,12.2
Low,0.989,3,0.37,12.2
Low,0.992,3,0.4,11.2
High,0.99,3,0.41,12.7
High,0.99,3,0.41,12.7
Low,0.99,3,0.36,12.1
Low,0.998,3,0.53,9.4
Low,0.995,3,0.5,10.1
Low,0.998,3,0.54,9.4
Low,0.999,3,0.46,8.9
Low,0.999,3,0.46,8.9
Low,0.999,3,0.46,8.9
Low,0.999,3,0.46,8.9
High,0.989,4,0.45,13
Low,0.995,3,0.5,10.3
Low,0.991,3,0.45,10.1
Low,0.997,3,0.38,10.5
Low,0.999,3,0.46,8.9
Low,0.998,3,0.5,10.1
Low,0.998,3,0.5,10.1
Low,0.993,3,0.42,11
Low,0.993,3,0.42,11
Low,0.993,3,0.42,11
Low,0.993,3,0.42,11
Low,0.993,3,0.43,10
Low,0.992,3,0.54,10.5
Low,0.996,3,0.49,9.7
Low,0.998,3,0.5,10.1
Low,0.999,3,0.76,9.4
Low,0.993,3,0.55,11.2
Low,0.999,3,0.76,9.4
Low,0.995,3,0.55,10.8
Low,0.999,3,0.76,9.4
Low,0.993,3,0.55,11.2
Low,0.994,3,0.49,11
Low,0.993,3,0.46,12.4
Low,0.995,3,0.4,9.4
Low,0.995,3,0.4,9.4
Low,0.997,3,0.58,9.5
Low,0.996,3,0.52,10
Low,0.99,3,0.31,12.5
Low,0.992,3,0.59,10.9
Low,0.995,3,0.58,10.5
Low,0.995,3,0.37,10.8
High,0.992,3,0.57,11
Low,0.991,3,0.61,11.8
Low,0.992,3,0.71,12.6
Low,0.995,3,0.39,10.2
Low,0.99,3,0.31,12
Low,0.99,3,0.31,12.5
Low,0.991,3,0.65,11.5
High,0.992,3,0.39,11.9
High,0.99,3,0.44,12.9
Low,0.997,3,0.4,9.4
High,0.989,3,0.47,12.2
High,0.992,3,0.39,11.9
High,0.99,3,0.44,12.9
Low,0.995,3,0.5,9.5
Low,0.994,3,0.33,10.6
High,0.992,3,0.68,10.5
Low,0.991,3,0.3,11.5
Low,0.99,3,0.41,11.4
Low,0.995,3,0.5,9.5
Low,0.996,3,0.52,9.2
Low,0.995,3,0.5,9.5
Low,0.994,3,0.53,11
Low,0.995,3,0.49,9.4
Low,0.995,3,0.5,9.5
Low,0.996,3,0.52,9.2
High,0.998,3,0.41,8.8
High,0.998,3,0.41,8.8
High,0.998,3,0.41,8.8
High,0.998,3,0.41,8.8
High,0.998,3,0.41,8.8
High,0.998,3,0.41,8.8
High,0.998,3,0.41,8.8
High,0.992,3,0.64,10.4
High,0.998,3,0.41,8.8
Low,0.998,3,0.62,10
Low,0.991,3,0.69,11.3
Low,0.992,3,0.58,10.4
Low,0.993,3,0.43,9.2
Low,0.992,3,0.54,11.1
Low,0.993,3,0.43,9.2
High,0.991,3,0.56,11.3
Low,0.998,3,0.47,9.1
Low,0.997,3,0.57,9.4
Low,0.99,3,0.59,13.2
Low,0.989,3,0.38,12.7
Low,0.992,3,0.47,10.7
Low,0.991,3,0.42,11.4
Low,0.993,3,0.45,11.1
Low,0.989,3,0.38,12.7
Low,0.993,3,0.51,10.5
Low,0.991,3,0.52,11.6
Low,0.995,3,0.48,9.5
Low,0.995,3,0.44,9.8
Low,0.992,3,0.47,10.7
Low,0.99,3,0.65,12
Low,0.99,3,0.37,12.8
Low,0.997,3,0.4,9.5
Low,0.993,3,0.34,10.9
Low,0.996,3,0.41,9.1
Low,0.99,3,0.42,12.6
Low,0.997,3,0.4,9.5
Low,0.994,3,0.3,10.9
Low,0.993,3,0.34,10.9
Low,0.994,3,0.44,9.6
Low,0.994,3,0.56,9.3
Low,0.992,3,0.37,11.4
Low,0.989,3,0.44,12.5
Low,0.993,3,0.5,9.5
Low,0.992,3,0.54,11
Low,0.994,3,0.53,9.4
Low,0.991,3,0.76,11.3
Low,0.995,3,0.51,8.8
Low,0.994,3,0.53,9.4
Low,0.993,3,0.5,11.1
Low,0.992,3,0.49,12.2
Low,0.991,3,0.53,11
Low,0.991,3,0.76,11.3
Low,0.995,3,0.48,9.5
Low,0.995,3,0.48,9.5
Low,0.992,3,0.52,11
Low,0.991,3,0.75,11.2
Low,0.995,3,0.36,9.3
Low,0.993,3,0.31,10.8
Low,0.998,3,0.51,9.2
Low,0.999,3,0.77,9.4
Low,0.998,3,0.51,9.2
Low,0.997,3,0.35,10.5
Low,0.995,3,0.35,10.8
Low,0.997,3,0.67,9.4
Low,0.997,3,0.6,9.8
Low,0.997,3,0.6,9.8
Low,0.997,3,0.6,9.8
Low,0.997,3,0.67,9.4
Low,0.997,3,0.6,9.8
Low,0.995,3,0.96,12.1
Low,0.991,3,0.41,12.3
Low,0.994,3,0.42,9.7
Low,0.995,3,0.36,9.4
Low,0.995,3,0.36,9.4
High,0.99,3,0.36,12.8
Low,0.99,3,0.47,11.1
Low,0.995,3,0.36,9.4
High,0.99,3,0.36,12.8
Low,0.994,3,0.46,9.7
High,0.99,3,0.58,13.1
High,0.993,3,0.52,11.5
High,0.99,3,0.58,13.1
High,0.993,3,0.52,11.5
Low,0.998,3,0.5,9.1
Low,0.994,3,0.46,9.8
Low,0.992,3,0.48,10.5
Low,0.999,3,0.46,8.8
Low,0.999,3,0.46,8.8
Low,0.999,3,0.46,8.8
Low,0.999,3,0.46,8.8
Low,0.992,3,0.48,10.5
Low,0.992,3,0.48,10.5
Low,0.999,3,0.46,8.8
Low,0.994,3,0.49,9.9
Low,0.994,3,0.49,9.9
Low,0.996,3,0.58,9.9
Low,0.991,3,0.42,12.2
Low,0.992,3,0.47,10.8
Low,0.999,3,0.39,8.7
Low,0.989,3,0.47,13.2
Low,0.99,3,0.38,12.7
Low,0.997,3,0.44,9.4
Low,0.992,3,0.53,11.2
Low,0.993,3,0.56,11.3
Low,0.992,3,0.58,11.9
Low,0.993,3,0.56,11.4
Low,0.992,3,0.39,10.5
Low,0.994,3,0.49,9.8
Low,0.998,3,0.54,9.1
Low,0.989,3,0.37,12.4
Low,0.998,3,0.54,9.1
Low,0.994,3,0.49,9.8
Low,0.992,3,0.4,11.3
Low,0.992,3,0.4,11.3
Low,0.988,3,0.34,13.1
Low,0.989,3,0.37,12.5
Low,0.993,3,0.54,10.3
Low,0.995,3,0.43,10.7
Low,0.996,3,0.65,10.4
Low,0.995,3,0.48,9.5
Low,0.993,3,0.45,9.8
Low,0.989,3,0.37,12.5
Low,0.998,3,0.43,9.4
Low,0.999,3,0.5,9
Low,0.999,3,0.5,9
Low,0.999,3,0.5,9
High,0.99,3,0.48,13
Low,0.994,3,0.5,9.9
Low,0.998,3,0.43,9.4
Low,0.993,3,0.56,10.6
Low,0.99,3,0.47,13.4
Low,0.989,3,0.35,12.5
Low,0.998,3,0.49,9.3
Low,0.998,3,0.49,9.3
Low,0.993,3,0.52,11
Low,0.994,3,0.48,10.3
Low,0.99,3,0.57,11.3
Low,0.991,3,0.63,10.9
Low,0.991,4,0.49,11.3
Low,0.99,3,0.47,12.1
Low,0.992,3,0.65,11.1
Low,0.994,3,0.63,9.8
Low,0.996,3,0.45,10.1
Low,0.989,3,0.58,12.4
Low,0.989,3,0.52,12.7
Low,0.995,3,0.5,9.6
Low,0.995,3,0.5,9.6
Low,0.994,3,0.46,9.1
Low,0.996,3,0.35,12.8
Low,0.995,3,0.5,9.6
Low,0.99,3,0.37,12.4
Low,0.993,3,0.58,9.6
Low,0.994,3,0.46,9.1
Low,0.991,3,0.65,12.5
Low,0.994,3,0.4,9.9
Low,0.992,3,0.52,11.2
Low,0.989,3,0.4,13
Low,0.989,3,0.4,13
Low,0.991,3,0.44,11.7
Low,0.989,3,0.7,13.1
Low,0.993,3,0.66,12
Low,0.997,3,0.55,10.6
Low,0.99,3,0.39,11.5
Low,0.999,3,0.64,10.2
Low,0.99,3,0.39,11.5
Low,0.996,3,0.4,9.3
Low,0.994,3,0.54,10.8
Low,0.993,3,0.45,12.2
Low,0.992,3,0.55,11
Low,0.999,3,0.54,10.4
Low,0.991,3,0.51,11.4
High,0.991,3,0.72,14.1
Low,0.994,3,0.42,10.7
Low,0.994,3,0.52,10.2
Low,0.99,3,0.69,11.2
Low,0.99,3,0.51,12.3
Low,0.99,3,0.38,11.5
Low,0.993,3,0.55,9.5
Low,0.989,3,0.56,13.4
Low,0.99,3,0.4,12.5
Low,0.99,3,0.4,12.5
Low,0.99,3,0.42,11.2
Low,0.996,3,0.5,8.8
Low,0.991,3,0.59,11.2
Low,0.99,3,0.48,12.7
Low,0.993,3,0.38,9.8
Low,0.994,3,0.36,9.8
Low,0.996,3,0.42,11.7
Low,0.995,3,0.46,9.8
Low,0.993,3,0.51,9.6
Low,0.994,3,0.36,9.8
Low,0.998,3,0.37,9.7
Low,0.995,3,0.38,10
Low,0.996,3,0.42,11.7
Low,0.995,3,0.38,12.3
Low,0.993,3,0.38,9.8
Low,0.993,3,0.38,9
Low,0.998,3,0.45,9.1
Low,0.998,3,0.45,9.1
Low,0.998,3,0.45,9.1
Low,0.991,3,0.33,11.4
Low,0.996,3,0.35,10.5
Low,0.989,3,0.3,12.4
Low,0.998,3,0.45,9.1
Low,0.998,3,0.45,9.1
Low,0.994,3,0.52,10.1
Low,0.993,3,0.39,10.9
Low,0.996,3,0.35,11.1
Low,0.99,3,0.58,12.8
Low,0.99,3,0.37,12.7
Low,0.995,3,0.54,11.1
Low,0.995,3,0.54,11.1
Low,0.99,3,0.58,12.8
Low,0.989,3,0.31,13
Low,0.989,3,0.61,12
Low,0.99,3,0.35,11.5
Low,0.998,3,0.6,10.5
Low,0.995,3,0.54,11.1
Low,0.991,3,0.46,11.1
Low,0.992,3,0.47,11.1
Low,0.992,3,0.73,13.1
Low,0.99,3,0.58,12.8
Low,0.99,3,0.37,12.7
Low,0.997,3,0.44,9.6
Low,0.991,3,0.72,11.7
Low,0.997,3,0.59,9.7
Low,0.994,3,0.59,10.9
High,0.996,3,0.54,10.7
Low,0.989,3,0.54,13.8
Low,0.989,3,0.48,12.2
High,0.995,3,0.42,10.8
High,0.995,3,0.34,10.7
High,0.991,3,0.48,10.8
Low,0.997,4,0.55,10.8
Low,0.995,3,0.49,12
Low,0.997,4,0.55,10.8
Low,0.993,3,0.44,12.2
Low,0.994,3,0.55,9.4
Low,0.99,3,0.4,11.4
High,0.989,3,0.38,12.5
High,0.988,3,0.46,13.1
Low,0.99,3,0.4,12.4
High,0.991,3,0.56,12.9
High,0.991,3,0.59,12
Low,0.99,3,0.38,11.3
Low,0.998,3,0.49,10
High,0.99,3,0.64,11.8
Low,0.998,3,0.69,9.4
Low,0.998,3,0.66,8.8
Low,0.991,3,0.43,11.1
Low,0.994,3,1.01,10.5
Low,0.995,3,0.49,9.3
Low,0.99,3,0.54,11.4
Low,0.993,3,0.64,11.8
Low,0.989,3,0.36,12.4
Low,0.995,3,0.36,11.6
Low,0.993,3,0.58,11.1
Low,0.989,3,0.36,12.4
Low,0.993,3,0.49,11.1
Low,0.994,3,0.55,11
Low,0.991,3,0.46,12.2
Low,0.995,3,0.56,11
Low,0.989,3,0.47,12.9
Low,0.994,3,0.42,10.9
Low,0.99,3,0.59,13.4
Low,0.996,3,0.5,10.7
Low,0.995,3,0.56,11
High,0.991,3,0.39,11.4
Low,0.993,3,0.47,10.2
Low,0.992,3,0.54,11
Low,0.998,3,0.43,9.1
Low,0.991,3,0.4,11
Low,0.993,3,0.37,11.5
Low,0.991,3,0.59,12
Low,0.993,3,0.58,11.2
Low,0.995,3,0.39,11.2
High,0.989,3,0.69,12.6
Low,0.99,3,0.4,11
Low,0.992,3,0.48,10.8
Low,0.992,3,0.48,10.9
Low,0.994,3,0.49,9.8
Low,0.994,3,0.48,9.8
Low,0.995,3,0.49,9.5
High,0.992,3,0.47,11.3
Low,0.992,3,0.62,10.8
High,0.989,3,0.77,13.4
High,0.992,3,0.47,11.3
Low,0.996,3,0.48,8.9
Low,0.992,3,0.42,11.2
High,0.992,3,0.52,11.5
High,0.99,3,0.55,13
Low,0.992,3,0.73,12.6
Low,0.99,3,0.52,13.1
Low,0.993,3,0.48,11.2
Low,0.994,3,0.49,11.7
Low,0.992,3,0.5,10.9
Low,0.992,3,0.5,10.9
High,0.99,3,0.45,11.6
High,0.995,3,0.53,10.4
High,0.992,3,0.58,10.9
Low,0.994,3,0.49,11.7
Low,0.993,3,0.64,10.8
Low,0.994,3,0.59,11.2
Low,0.995,3,0.49,10
Low,0.992,3,0.57,10.6
Low,0.99,3,0.64,11.7
Low,0.992,3,0.57,10.6
Low,0.996,3,0.54,10.5
Low,0.99,3,0.64,11.8
Low,0.991,3,0.63,11.4
High,0.99,3,0.43,12.4
Low,0.994,3,0.5,10.1
Low,0.99,3,0.47,12.3
High,0.988,3,0.32,13.1
High,0.991,3,0.55,10.7
High,0.99,3,0.48,11.4
Low,0.994,3,0.57,9.3
Low,0.994,3,0.44,10.2
Low,0.994,3,0.44,10.2
High,0.99,3,0.58,13.1
Low,0.993,3,0.5,9.6
High,0.989,3,0.47,12.8
High,0.994,3,0.59,11
High,0.994,3,0.59,11
High,0.994,3,0.59,11
High,0.994,3,0.59,11
Low,0.99,3,0.47,13.4
Low,0.99,3,0.48,11.2
Low,0.991,3,0.63,12.4
Low,0.992,3,0.47,11.2
Low,0.993,3,0.41,12.4
High,0.994,3,0.58,10.1
High,0.994,3,0.58,10.1
Low,0.993,3,0.41,12.4
Low,0.996,3,0.44,9.1
High,0.994,3,0.58,10.2
High,0.994,3,0.58,10.2
Low,0.991,3,0.44,11.5
Low,0.997,3,0.54,8.9
Low,0.992,3,0.46,10.5
Low,0.992,3,0.46,10.5
High,0.992,3,0.51,11.8
High,0.991,3,0.58,11.6
Low,0.993,3,0.62,10.6
Low,0.996,3,0.52,9.6
High,0.992,3,0.51,11.8
Low,0.997,3,0.54,8.9
Low,0.992,3,0.46,10.5
Low,0.993,3,0.39,10.2
Low,0.988,3,0.33,13.1
Low,0.99,3,0.31,11.8
Low,0.99,3,0.37,12.2
Low,0.991,3,0.44,11.5
Low,0.997,3,0.49,10.5
Low,0.993,3,0.39,10.2
Low,0.997,3,0.36,9
Low,0.997,3,0.36,9
Low,0.997,3,0.36,9
Low,0.997,3,0.36,9
High,1,3,0.52,9.1
Low,0.994,3,0.54,8.8
Low,0.997,3,0.36,9
High,1,3,0.52,9.1
High,0.992,3,0.65,12.9
Low,0.989,3,0.96,13
High,0.992,3,0.65,12.9
Low,0.993,3,0.46,9.2
Low,0.997,3,0.56,9.8
Low,0.997,3,0.56,9.8
Low,0.995,3,0.38,10.1
Low,0.995,3,0.38,10.1
High,0.991,3,0.42,10.9
Low,0.996,3,0.51,9.6
Low,0.995,3,0.37,10.4
High,0.99,3,0.3,11.8
Low,0.996,3,0.38,10.8
Low,0.992,3,0.57,10.6
Low,0.99,3,0.5,12.7
High,0.99,3,0.43,12.2
Low,0.996,3,0.38,10.8
Low,0.995,3,0.37,10.4
Low,0.992,3,0.47,11.1
High,0.99,3,0.3,11.8
Low,0.995,3,0.31,10
Low,0.991,3,0.59,10.8
Low,0.991,3,0.4,10.3
Low,0.994,3,0.48,9.9
Low,0.995,3,0.31,10
Low,0.99,3,0.56,12.3
Low,0.995,3,0.52,10.2
Low,0.995,3,0.5,9.4
Low,0.995,3,0.46,9.7
Low,0.995,3,0.52,10.2
Low,0.995,3,0.65,10.4
Low,0.991,3,0.74,12.2
Low,0.995,3,0.5,9.4
Low,0.995,3,0.4,10.6
Low,0.993,3,0.47,10.7
Low,0.993,3,0.49,11.9
Low,0.993,3,0.46,11.7
Low,0.993,3,0.46,11.7
Low,0.992,4,0.44,10.2
Low,0.99,3,0.44,11.6
Low,0.991,3,0.54,10.8
Low,0.991,3,0.54,10.8
High,0.992,3,0.26,12.3
Low,0.99,3,0.66,12.5
Low,0.99,3,0.44,11.7
Low,0.993,3,0.49,9.6
Low,0.992,3,0.46,10.9
Low,0.992,3,0.46,10.8
Low,0.992,3,0.44,11.2
Low,0.994,4,0.57,10
Low,0.993,3,0.64,10.5
Low,0.995,3,0.46,9.1
Low,0.994,3,0.49,10.5
Low,0.999,3,0.61,9.3
Low,0.999,3,0.62,9.3
Low,0.992,3,0.44,11.2
Low,0.995,3,0.62,10.6
High,0.989,3,0.64,12.1
Low,0.991,3,0.77,12
Low,0.996,3,0.5,9.7
Low,0.99,3,0.48,12.4
High,0.989,3,0.47,13.6
High,0.989,3,0.47,13.6
Low,0.991,3,0.53,11.8
Low,0.994,3,0.37,10
Low,0.994,3,0.37,10
Low,0.996,3,0.38,9.1
High,0.991,3,0.42,11.9
High,0.991,3,0.58,11.8
Low,0.992,3,0.41,11.4
High,0.989,4,0.48,13
High,0.992,3,0.5,12.4
High,0.994,3,0.42,9.4
Low,0.997,3,0.5,9.6
Low,0.997,3,0.5,9.6
Low,0.997,3,0.5,9.6
Low,0.997,3,0.5,9.6
Low,0.997,3,0.51,9.1
High,0.99,3,0.37,12
Low,0.991,3,0.46,11.2
Low,0.992,3,0.47,10.1
Low,0.992,3,0.45,10.3
Low,0.99,3,0.56,12.3
Low,0.997,3,0.4,10.6
Low,0.99,3,0.4,10.9
Low,0.994,3,0.48,9.7
Low,0.994,3,0.48,9.8
Low,0.997,3,0.53,8.9
Low,0.997,3,0.53,8.9
Low,0.995,3,0.59,10.2
High,0.991,3,0.36,11.7
High,0.989,3,0.36,12.8
High,0.989,4,0.36,12.8
Low,0.995,3,0.59,10.2
Low,0.988,3,0.39,13.6
Low,0.99,3,0.38,11.6
Low,0.997,3,0.53,8.9
Low,0.99,4,0.92,13.8
Low,0.995,3,0.5,9.4
Low,0.995,3,0.49,9.4
High,0.991,3,0.55,10.7
High,0.991,3,0.55,10.7
Low,0.99,3,0.5,12.3
Low,0.997,3,0.43,10.3
Low,0.994,3,0.42,10.4
High,0.991,3,0.45,11.6
High,0.991,3,0.55,10.7
High,0.99,3,0.33,12.8
High,0.992,3,0.53,11.9
Low,0.989,3,0.35,12.1
Low,0.994,3,0.41,9.2
Low,0.996,3,0.62,9.5
Low,0.993,3,0.57,11
Low,0.996,3,0.5,10.9
Low,0.992,3,0.62,10.4
Low,0.995,3,0.52,9.1
Low,0.991,3,0.62,11.4
High,0.989,3,0.43,11.4
Low,0.992,3,0.45,9.7
Low,0.991,3,0.67,12.4
High,0.99,3,0.94,13.7
Low,0.995,3,0.43,10.6
Low,0.991,3,0.63,11.2
Low,0.989,3,0.95,13.1
Low,0.991,3,0.67,12.4
Low,0.992,3,0.45,9.7
Low,0.992,3,0.45,11
Low,0.992,3,0.45,11.3
High,0.992,3,0.46,12
Low,0.997,3,0.47,9.2
Low,0.995,3,0.57,10.7
Low,0.995,3,0.57,10.7
Low,0.991,3,0.76,11.4
Low,0.997,3,0.47,9.2
High,0.993,3,0.43,12.1
Low,0.991,3,0.35,11.1
Low,0.993,3,0.43,9.7
Low,0.992,3,0.36,10.7
Low,0.991,3,0.58,10.9
High,0.99,3,0.56,12
Low,0.992,3,0.56,10.6
Low,0.996,3,0.49,9.6
Low,0.992,3,0.42,13.1
Low,0.993,3,0.51,11
Low,0.991,4,0.4,11.6
High,0.993,3,0.35,12
Low,0.991,3,0.62,11.1
Low,0.99,3,0.36,11.5
Low,0.991,3,0.4,11.3
Low,0.989,3,0.34,11.9
Low,0.993,3,0.6,9.5
Low,0.989,3,0.46,12.2
High,0.99,3,0.4,12.2
Low,0.991,3,0.56,11.1
Low,0.995,3,0.48,9.6
Low,0.991,3,0.56,11.1
Low,0.995,3,0.48,9.6
Low,0.992,3,0.73,11.4
Low,0.99,3,0.62,11.4
Low,0.99,3,0.59,12.1
Low,0.998,3,0.46,9
Low,0.998,3,0.46,9
Low,0.994,3,0.42,11.4
Low,0.995,3,0.45,9.6
Low,0.992,3,0.37,11
Low,0.992,3,0.38,11
Low,0.991,3,0.56,11.2
Low,0.991,3,0.47,11.6
High,0.989,3,0.5,13.3
Low,0.993,3,0.47,9.6
Low,0.988,3,0.46,13.6
Low,0.991,3,0.55,11.2
Low,0.989,3,0.38,13
Low,0.993,3,0.64,10.8
Low,0.996,3,0.51,9.8
High,0.992,3,0.36,11.5
Low,0.99,3,0.55,12.1
Low,0.996,3,0.6,9.7
Low,0.99,3,0.52,11.9
Low,0.993,3,0.49,10
Low,0.992,3,0.41,9.7
High,0.991,3,0.59,11.6
Low,0.993,3,0.36,8.8
Low,0.992,3,0.35,9.5
Low,0.995,3,0.5,9.5
Low,0.995,3,0.5,9.5
Low,0.995,3,0.5,9.4
Low,0.992,3,0.38,10.7
Low,0.99,3,0.35,11.5
Low,0.995,3,0.5,9.6
Low,0.995,3,0.5,9.6
High,0.992,3,1.08,12.2
High,0.989,3,0.79,13
Low,0.993,3,0.54,9.2
Low,0.995,3,0.5,9.4
Low,0.989,3,0.44,11.8
Low,0.991,3,0.46,10.6
Low,0.993,3,0.54,9.7
Low,0.991,3,0.5,11.2
Low,0.995,3,0.46,9.6
Low,0.993,3,0.46,9.4
High,0.989,3,0.38,12.8
Low,0.989,3,0.32,11.8
